0
  (0, 782)	1.0
  (0, 811)	1.0
  (0, 819)	2.0
  (0, 859)	2.0
  (0, 877)	1.0
  (0, 908)	7.0
  (0, 924)	2.0
  :	:
  (0, 31949)	1.0
  (0, 31963)	1.0
  (0, 32022)	13.0
  (0, 32028)	1.0
  (0, 32044)	1.0
  (0, 32067)	1.0
  (0, 32082)	3.0
  (0, 32099)	1.0
  (0, 32163)	1.0
  (0, 32200)	1.0
  (0, 32246)	1.0
  (0, 32276)	1.0
  (0, 32345)	1.0
  (0, 32349)	1.0
  (0, 32352)	1.0
  (0, 32448)	35.0
  (0, 32581)	1.0
  (0, 32595)	2.0
  (0, 32696)	4.0
  (0, 32697)	3.0
  (0, 32698)	19.0
  (0, 32699)	2.0
  (0, 32701)	1.0
  (0, 32705)	4.0
  (0, 32708)	3.0"
"  (0, 54)	1.0
  (0, 61)	1.0
  (0, 85)	1.0
  (0, 173)	1.0
  (0, 207)	1.0
  (0, 210)	1.0
  (0, 248)	1.0
  (0, 344)	1.0
  (0, 360)	1.0
  (0, 412)	1.0
  (0, 464)	1.0
  (0, 492)	17.0
  (0, 556)	2.0
  (0, 684)	1.0
  (0, 686)	1.0
  (0, 738)	1.0
  (0, 787)	2.0
  (0, 793)	1.0
  (0, 798)	1.0
  (0, 811)	1.0
  (0, 855)	1.0
  (0, 908)	9.0
  (0, 941)	1.0
  (0, 1010)	1.0
  (0, 1025)	1.0
  :	:
  (0, 32029)	1.0
  (0, 32044)	1.0
  (0, 32051)	1.0
  (0, 32060)	1.0
  (0, 32064)	1.0
  (0, 32121)	1.0
  (0, 32144)	1.0
  (0, 32208)	1.0
  (0, 32215)	1.0
  (0, 32348)	1.0
  (0, 32412)	1.0
  (0, 32416)	1.0
  (0, 32437)	1.0
  (0, 32643)	2.0
  (0, 32646)	1.0
  (0, 32696)	8.0
  (0, 32697)	18.0
  (0, 32698)	10.0
  (0, 32699)	15.0
  (0, 32701)	3.0
  (0, 32702)	10.0
  (0, 32703)	1.0
  (0, 32705)	8.0
  (0, 32706)	2.0
  (0, 32708)	8.0"
"  (0, 67)	1.0
  (0, 70)	1.0
  (0, 166)	1.0
  (0, 178)	1.0
  (0, 185)	1.0
  (0, 371)	1.0
  (0, 412)	2.0
  (0, 492)	20.0
  (0, 558)	2.0
  (0, 597)	1.0
  (0, 644)	3.0
  (0, 743)	1.0
  (0, 855)	1.0
  (0, 859)	1.0
  (0, 908)	12.0
  (0, 910)	1.0
  (0, 952)	1.0
  (0, 966)	1.0
  (0, 1038)	1.0
  (0, 1131)	1.0
  (0, 1184)	1.0
  (0, 1327)	1.0
  (0, 1332)	1.0
  (0, 1360)	1.0
  (0, 1362)	4.0
  :	:
  (0, 31991)	1.0
  (0, 31997)	1.0
  (0, 32016)	1.0
  (0, 32022)	12.0
  (0, 32044)	1.0
  (0, 32051)	1.0
  (0, 32082)	1.0
  (0, 32105)	1.0
  (0, 32155)	1.0
  (0, 32322)	1.0
  (0, 32348)	1.0
  (0, 32398)	2.0
  (0, 32431)	2.0
  (0, 32434)	1.0
  (0, 32593)	1.0
  (0, 32695)	1.0
  (0, 32696)	7.0
  (0, 32697)	16.0
  (0, 32698)	6.0
  (0, 32699)	5.0
  (0, 32701)	5.0
  (0, 32702)	10.0
  (0, 32705)	13.0
  (0, 32706)	1.0
  (0, 32708)	7.0"
"  (0, 52)	1.0
  (0, 57)	1.0
  (0, 94)	1.0
  (0, 105)	1.0
  (0, 151)	1.0
  (0, 410)	1.0
  (0, 446)	1.0
  (0, 492)	4.0
  (0, 517)	1.0
  (0, 551)	1.0
  (0, 556)	2.0
  (0, 558)	1.0
  (0, 644)	1.0
  (0, 651)	1.0
  (0, 674)	1.0
  (0, 742)	1.0
  (0, 770)	1.0
  (0, 798)	1.0
  (0, 819)	1.0
  (0, 871)	1.0
  (0, 908)	27.0
  (0, 1010)	1.0
  (0, 1029)	1.0
  (0, 1053)	1.0
  (0, 1155)	1.0
  :	:
  (0, 31188)	3.0
  (0, 31257)	47.0
  (0, 31398)	4.0
  (0, 31420)	1.0
  (0, 31599)	1.0
  (0, 31762)	1.0
  (0, 31923)	1.0
  (0, 31959)	1.0
  (0, 31963)	1.0
  (0, 31970)	1.0
  (0, 32014)	1.0
  (0, 32016)	1.0
  (0, 32017)	1.0
  (0, 32022)	10.0
  (0, 32048)	1.0
  (0, 32082)	1.0
  (0, 32526)	1.0
  (0, 32616)	1.0
  (0, 32646)	1.0
  (0, 32698)	4.0
  (0, 32699)	3.0
  (0, 32702)	2.0
  (0, 32703)	3.0
  (0, 32705)	2.0
  (0, 32708)	1.0"
"  (0, 42)	3.0
  (0, 201)	1.0
  (0, 229)	1.0
  (0, 326)	1.0
  (0, 412)	1.0
  (0, 446)	1.0
  (0, 492)	6.0
  (0, 551)	1.0
  (0, 556)	1.0
  (0, 558)	2.0
  (0, 564)	1.0
  (0, 583)	1.0
  (0, 592)	2.0
  (0, 594)	1.0
  (0, 617)	1.0
  (0, 644)	2.0
  (0, 688)	1.0
  (0, 859)	3.0
  (0, 895)	2.0
  (0, 908)	1.0
  (0, 924)	1.0
  (0, 1005)	1.0
  (0, 1006)	1.0
  (0, 1010)	2.0
  (0, 1029)	1.0
  :	:
  (0, 31724)	1.0
  (0, 31728)	1.0
  (0, 31868)	1.0
  (0, 31949)	1.0
  (0, 31960)	1.0
  (0, 31963)	3.0
  (0, 31970)	1.0
  (0, 31997)	1.0
  (0, 32022)	4.0
  (0, 32044)	1.0
  (0, 32047)	1.0
  (0, 32064)	1.0
  (0, 32067)	2.0
  (0, 32215)	3.0
  (0, 32427)	1.0
  (0, 32595)	1.0
  (0, 32645)	1.0
  (0, 32646)	1.0
  (0, 32697)	3.0
  (0, 32698)	6.0
  (0, 32699)	10.0
  (0, 32701)	5.0
  (0, 32702)	4.0
  (0, 32705)	3.0
  (0, 32706)	1.0"
"  (0, 57)	1.0
  (0, 62)	1.0
  (0, 67)	2.0
  (0, 69)	1.0
  (0, 70)	2.0
  (0, 121)	1.0
  (0, 166)	3.0
  (0, 198)	1.0
  (0, 201)	1.0
  (0, 210)	1.0
  (0, 412)	1.0
  (0, 415)	1.0
  (0, 418)	1.0
  (0, 437)	1.0
  (0, 482)	1.0
  (0, 492)	43.0
  (0, 524)	3.0
  (0, 525)	1.0
  (0, 556)	1.0
  (0, 558)	8.0
  (0, 567)	1.0
  (0, 601)	1.0
  (0, 684)	1.0
  (0, 735)	1.0
  (0, 754)	1.0
  :	:
  (0, 32448)	3.0
  (0, 32451)	1.0
  (0, 32480)	1.0
  (0, 32522)	1.0
  (0, 32526)	1.0
  (0, 32542)	1.0
  (0, 32543)	1.0
  (0, 32593)	1.0
  (0, 32601)	1.0
  (0, 32607)	1.0
  (0, 32641)	1.0
  (0, 32645)	1.0
  (0, 32664)	1.0
  (0, 32681)	1.0
  (0, 32686)	1.0
  (0, 32696)	12.0
  (0, 32697)	7.0
  (0, 32698)	27.0
  (0, 32699)	4.0
  (0, 32701)	1.0
  (0, 32702)	17.0
  (0, 32704)	1.0
  (0, 32705)	15.0
  (0, 32706)	3.0
  (0, 32708)	16.0"
"  (0, 35)	1.0
  (0, 78)	1.0
  (0, 113)	1.0
  (0, 144)	1.0
  (0, 166)	2.0
  (0, 234)	1.0
  (0, 331)	1.0
  (0, 371)	1.0
  (0, 410)	1.0
  (0, 415)	1.0
  (0, 440)	1.0
  (0, 492)	33.0
  (0, 495)	1.0
  (0, 514)	1.0
  (0, 524)	1.0
  (0, 525)	2.0
  (0, 531)	2.0
  (0, 556)	1.0
  (0, 558)	3.0
  (0, 588)	1.0
  (0, 594)	1.0
  (0, 601)	1.0
  (0, 644)	2.0
  (0, 671)	1.0
  (0, 686)	2.0
  :	:
  (0, 31954)	1.0
  (0, 31960)	1.0
  (0, 31970)	2.0
  (0, 31997)	1.0
  (0, 32022)	33.0
  (0, 32044)	1.0
  (0, 32082)	1.0
  (0, 32159)	1.0
  (0, 32215)	1.0
  (0, 32322)	1.0
  (0, 32398)	4.0
  (0, 32448)	2.0
  (0, 32458)	2.0
  (0, 32499)	1.0
  (0, 32526)	3.0
  (0, 32645)	1.0
  (0, 32696)	6.0
  (0, 32697)	1.0
  (0, 32698)	10.0
  (0, 32699)	1.0
  (0, 32702)	4.0
  (0, 32704)	1.0
  (0, 32705)	1.0
  (0, 32707)	1.0
  (0, 32708)	1.0"
"  (0, 42)	1.0
  (0, 67)	2.0
  (0, 166)	2.0
  (0, 201)	2.0
  (0, 227)	1.0
  (0, 331)	1.0
  (0, 415)	2.0
  (0, 492)	14.0
  (0, 528)	1.0
  (0, 531)	1.0
  (0, 556)	1.0
  (0, 558)	3.0
  (0, 572)	1.0
  (0, 574)	1.0
  (0, 588)	1.0
  (0, 601)	1.0
  (0, 604)	1.0
  (0, 610)	1.0
  (0, 644)	3.0
  (0, 652)	1.0
  (0, 684)	1.0
  (0, 688)	1.0
  (0, 742)	1.0
  (0, 770)	1.0
  (0, 793)	2.0
  :	:
  (0, 32044)	1.0
  (0, 32047)	1.0
  (0, 32094)	1.0
  (0, 32165)	1.0
  (0, 32187)	1.0
  (0, 32213)	1.0
  (0, 32259)	1.0
  (0, 32322)	1.0
  (0, 32349)	1.0
  (0, 32398)	2.0
  (0, 32476)	1.0
  (0, 32526)	2.0
  (0, 32543)	1.0
  (0, 32601)	1.0
  (0, 32696)	1.0
  (0, 32697)	1.0
  (0, 32698)	7.0
  (0, 32699)	2.0
  (0, 32701)	1.0
  (0, 32702)	5.0
  (0, 32703)	1.0
  (0, 32704)	1.0
  (0, 32705)	3.0
  (0, 32706)	1.0
  (0, 32708)	3.0"
"  (0, 42)	5.0
  (0, 57)	1.0
  (0, 67)	1.0
  (0, 68)	1.0
  (0, 70)	1.0
  (0, 81)	1.0
  (0, 85)	1.0
  (0, 91)	1.0
  (0, 93)	2.0
  (0, 113)	1.0
  (0, 166)	1.0
  (0, 185)	1.0
  (0, 196)	1.0
  (0, 210)	1.0
  (0, 223)	1.0
  (0, 229)	1.0
  (0, 239)	1.0
  (0, 263)	1.0
  (0, 326)	1.0
  (0, 412)	1.0
  (0, 439)	1.0
  (0, 442)	2.0
  (0, 464)	1.0
  (0, 492)	16.0
  (0, 503)	1.0
  :	:
  (0, 32066)	1.0
  (0, 32067)	1.0
  (0, 32085)	1.0
  (0, 32100)	1.0
  (0, 32105)	1.0
  (0, 32164)	1.0
  (0, 32213)	1.0
  (0, 32215)	4.0
  (0, 32216)	1.0
  (0, 32320)	1.0
  (0, 32398)	1.0
  (0, 32442)	1.0
  (0, 32495)	1.0
  (0, 32581)	1.0
  (0, 32588)	1.0
  (0, 32645)	1.0
  (0, 32696)	6.0
  (0, 32697)	2.0
  (0, 32698)	15.0
  (0, 32699)	3.0
  (0, 32701)	3.0
  (0, 32702)	7.0
  (0, 32705)	5.0
  (0, 32706)	1.0
  (0, 32708)	1.0"
"  (0, 60)	1.0
  (0, 166)	1.0
  (0, 410)	1.0
  (0, 446)	1.0
  (0, 464)	1.0
  (0, 492)	7.0
  (0, 556)	2.0
  (0, 558)	3.0
  (0, 572)	1.0
  (0, 628)	1.0
  (0, 696)	1.0
  (0, 735)	1.0
  (0, 908)	2.0
  (0, 1010)	1.0
  (0, 1109)	7.0
  (0, 1136)	1.0
  (0, 1240)	1.0
  (0, 1362)	4.0
  (0, 1564)	1.0
  (0, 1611)	1.0
  (0, 1841)	1.0
  (0, 1887)	1.0
  (0, 1900)	1.0
  (0, 1955)	1.0
  (0, 1962)	1.0
  :	:
  (0, 31075)	3.0
  (0, 31188)	3.0
  (0, 31257)	6.0
  (0, 31398)	16.0
  (0, 31420)	3.0
  (0, 31590)	1.0
  (0, 31695)	1.0
  (0, 31863)	1.0
  (0, 31954)	1.0
  (0, 31963)	1.0
  (0, 31970)	1.0
  (0, 32022)	4.0
  (0, 32065)	1.0
  (0, 32211)	1.0
  (0, 32416)	1.0
  (0, 32494)	1.0
  (0, 32645)	1.0
  (0, 32696)	6.0
  (0, 32697)	4.0
  (0, 32698)	5.0
  (0, 32699)	5.0
  (0, 32701)	2.0
  (0, 32702)	1.0
  (0, 32705)	3.0
  (0, 32708)	1.0"
"  (0, 42)	2.0
  (0, 166)	2.0
  (0, 245)	1.0
  (0, 446)	1.0
  (0, 492)	10.0
  (0, 524)	1.0
  (0, 533)	1.0
  (0, 594)	1.0
  (0, 597)	1.0
  (0, 763)	1.0
  (0, 799)	1.0
  (0, 908)	2.0
  (0, 941)	1.0
  (0, 1010)	1.0
  (0, 1038)	1.0
  (0, 1362)	6.0
  (0, 1364)	1.0
  (0, 1498)	1.0
  (0, 1562)	1.0
  (0, 1989)	6.0
  (0, 2061)	1.0
  (0, 2077)	1.0
  (0, 2170)	1.0
  (0, 2197)	2.0
  (0, 2207)	1.0
  :	:
  (0, 30911)	2.0
  (0, 30933)	2.0
  (0, 30957)	1.0
  (0, 30966)	1.0
  (0, 30970)	15.0
  (0, 31114)	1.0
  (0, 31188)	1.0
  (0, 31257)	3.0
  (0, 31271)	1.0
  (0, 31392)	1.0
  (0, 31398)	3.0
  (0, 31420)	1.0
  (0, 31964)	1.0
  (0, 31997)	1.0
  (0, 32022)	5.0
  (0, 32066)	1.0
  (0, 32696)	1.0
  (0, 32697)	3.0
  (0, 32698)	3.0
  (0, 32699)	3.0
  (0, 32701)	4.0
  (0, 32702)	1.0
  (0, 32705)	2.0
  (0, 32706)	1.0
  (0, 32708)	1.0"
"  (0, 42)	1.0
  (0, 201)	2.0
  (0, 234)	1.0
  (0, 239)	1.0
  (0, 263)	2.0
  (0, 361)	1.0
  (0, 410)	3.0
  (0, 439)	2.0
  (0, 464)	1.0
  (0, 492)	11.0
  (0, 524)	2.0
  (0, 556)	2.0
  (0, 565)	1.0
  (0, 583)	1.0
  (0, 592)	4.0
  (0, 594)	1.0
  (0, 600)	2.0
  (0, 644)	1.0
  (0, 761)	2.0
  (0, 820)	1.0
  (0, 826)	1.0
  (0, 855)	1.0
  (0, 895)	1.0
  (0, 908)	5.0
  (0, 925)	1.0
  :	:
  (0, 31907)	1.0
  (0, 31928)	1.0
  (0, 31936)	1.0
  (0, 31958)	1.0
  (0, 31963)	3.0
  (0, 31970)	3.0
  (0, 32022)	6.0
  (0, 32044)	1.0
  (0, 32047)	1.0
  (0, 32065)	1.0
  (0, 32105)	4.0
  (0, 32164)	1.0
  (0, 32215)	2.0
  (0, 32499)	1.0
  (0, 32645)	1.0
  (0, 32696)	3.0
  (0, 32697)	5.0
  (0, 32698)	17.0
  (0, 32699)	8.0
  (0, 32701)	3.0
  (0, 32702)	30.0
  (0, 32703)	1.0
  (0, 32704)	2.0
  (0, 32705)	8.0
  (0, 32708)	3.0"
"  (0, 42)	1.0
  (0, 81)	1.0
  (0, 166)	2.0
  (0, 196)	1.0
  (0, 201)	1.0
  (0, 259)	1.0
  (0, 363)	2.0
  (0, 464)	1.0
  (0, 492)	10.0
  (0, 528)	2.0
  (0, 556)	3.0
  (0, 558)	1.0
  (0, 607)	1.0
  (0, 619)	1.0
  (0, 652)	1.0
  (0, 674)	1.0
  (0, 723)	1.0
  (0, 754)	1.0
  (0, 761)	1.0
  (0, 795)	1.0
  (0, 798)	1.0
  (0, 819)	2.0
  (0, 824)	1.0
  (0, 859)	1.0
  (0, 862)	1.0
  :	:
  (0, 31610)	1.0
  (0, 31796)	1.0
  (0, 31909)	1.0
  (0, 31945)	1.0
  (0, 31949)	1.0
  (0, 31974)	1.0
  (0, 32022)	7.0
  (0, 32028)	1.0
  (0, 32067)	1.0
  (0, 32068)	1.0
  (0, 32147)	1.0
  (0, 32270)	1.0
  (0, 32322)	1.0
  (0, 32350)	1.0
  (0, 32449)	1.0
  (0, 32555)	1.0
  (0, 32565)	1.0
  (0, 32696)	1.0
  (0, 32697)	10.0
  (0, 32698)	15.0
  (0, 32699)	11.0
  (0, 32701)	8.0
  (0, 32702)	3.0
  (0, 32705)	10.0
  (0, 32708)	1.0"
"  (0, 40)	1.0
  (0, 42)	1.0
  (0, 68)	2.0
  (0, 81)	3.0
  (0, 94)	1.0
  (0, 113)	2.0
  (0, 121)	1.0
  (0, 163)	1.0
  (0, 166)	4.0
  (0, 201)	3.0
  (0, 210)	6.0
  (0, 227)	1.0
  (0, 275)	2.0
  (0, 326)	1.0
  (0, 405)	1.0
  (0, 412)	2.0
  (0, 492)	64.0
  (0, 503)	1.0
  (0, 524)	3.0
  (0, 556)	17.0
  (0, 558)	14.0
  (0, 565)	1.0
  (0, 583)	1.0
  (0, 588)	1.0
  (0, 592)	4.0
  :	:
  (0, 32080)	1.0
  (0, 32082)	2.0
  (0, 32105)	3.0
  (0, 32193)	1.0
  (0, 32205)	2.0
  (0, 32213)	2.0
  (0, 32215)	8.0
  (0, 32246)	1.0
  (0, 32322)	2.0
  (0, 32442)	1.0
  (0, 32448)	1.0
  (0, 32476)	1.0
  (0, 32595)	7.0
  (0, 32599)	1.0
  (0, 32612)	1.0
  (0, 32645)	1.0
  (0, 32646)	1.0
  (0, 32658)	1.0
  (0, 32696)	9.0
  (0, 32697)	4.0
  (0, 32698)	28.0
  (0, 32699)	6.0
  (0, 32702)	5.0
  (0, 32705)	6.0
  (0, 32708)	6.0"
"  (0, 52)	12.0
  (0, 53)	1.0
  (0, 57)	1.0
  (0, 68)	1.0
  (0, 70)	1.0
  (0, 166)	1.0
  (0, 201)	1.0
  (0, 210)	1.0
  (0, 248)	1.0
  (0, 261)	1.0
  (0, 267)	1.0
  (0, 383)	1.0
  (0, 412)	2.0
  (0, 439)	1.0
  (0, 467)	1.0
  (0, 492)	23.0
  (0, 514)	1.0
  (0, 525)	2.0
  (0, 556)	3.0
  (0, 558)	10.0
  (0, 583)	1.0
  (0, 618)	1.0
  (0, 644)	2.0
  (0, 684)	1.0
  (0, 688)	1.0
  :	:
  (0, 32067)	1.0
  (0, 32070)	1.0
  (0, 32105)	1.0
  (0, 32121)	1.0
  (0, 32134)	1.0
  (0, 32144)	2.0
  (0, 32270)	1.0
  (0, 32442)	1.0
  (0, 32448)	1.0
  (0, 32522)	1.0
  (0, 32526)	1.0
  (0, 32527)	1.0
  (0, 32565)	1.0
  (0, 32595)	1.0
  (0, 32643)	1.0
  (0, 32644)	1.0
  (0, 32695)	1.0
  (0, 32696)	5.0
  (0, 32697)	3.0
  (0, 32698)	20.0
  (0, 32699)	9.0
  (0, 32701)	1.0
  (0, 32702)	5.0
  (0, 32705)	2.0
  (0, 32708)	5.0"
"  (0, 53)	1.0
  (0, 78)	1.0
  (0, 81)	2.0
  (0, 94)	1.0
  (0, 151)	1.0
  (0, 163)	1.0
  (0, 166)	6.0
  (0, 201)	3.0
  (0, 210)	4.0
  (0, 236)	1.0
  (0, 248)	2.0
  (0, 255)	1.0
  (0, 263)	1.0
  (0, 266)	1.0
  (0, 274)	1.0
  (0, 363)	2.0
  (0, 405)	1.0
  (0, 415)	1.0
  (0, 492)	47.0
  (0, 524)	1.0
  (0, 556)	6.0
  (0, 558)	6.0
  (0, 560)	1.0
  (0, 562)	1.0
  (0, 574)	1.0
  :	:
  (0, 32246)	1.0
  (0, 32322)	3.0
  (0, 32398)	1.0
  (0, 32438)	1.0
  (0, 32442)	2.0
  (0, 32451)	1.0
  (0, 32499)	1.0
  (0, 32526)	2.0
  (0, 32543)	1.0
  (0, 32588)	1.0
  (0, 32611)	2.0
  (0, 32643)	1.0
  (0, 32645)	10.0
  (0, 32649)	15.0
  (0, 32696)	10.0
  (0, 32697)	7.0
  (0, 32698)	17.0
  (0, 32699)	8.0
  (0, 32701)	3.0
  (0, 32702)	8.0
  (0, 32703)	1.0
  (0, 32704)	1.0
  (0, 32705)	11.0
  (0, 32706)	3.0
  (0, 32708)	7.0"
"  (0, 121)	1.0
  (0, 166)	4.0
  (0, 407)	1.0
  (0, 492)	7.0
  (0, 556)	1.0
  (0, 558)	1.0
  (0, 618)	1.0
  (0, 644)	3.0
  (0, 671)	1.0
  (0, 688)	1.0
  (0, 723)	1.0
  (0, 740)	1.0
  (0, 761)	1.0
  (0, 819)	1.0
  (0, 859)	2.0
  (0, 908)	9.0
  (0, 926)	1.0
  (0, 928)	1.0
  (0, 966)	1.0
  (0, 1141)	1.0
  (0, 1213)	1.0
  (0, 1313)	1.0
  (0, 1331)	1.0
  (0, 1362)	6.0
  (0, 1442)	1.0
  :	:
  (0, 31013)	1.0
  (0, 31188)	10.0
  (0, 31257)	8.0
  (0, 31367)	1.0
  (0, 31398)	5.0
  (0, 31414)	1.0
  (0, 31420)	2.0
  (0, 31727)	1.0
  (0, 31949)	1.0
  (0, 31963)	1.0
  (0, 31970)	1.0
  (0, 32022)	14.0
  (0, 32030)	1.0
  (0, 32067)	2.0
  (0, 32105)	1.0
  (0, 32446)	1.0
  (0, 32526)	2.0
  (0, 32696)	5.0
  (0, 32697)	2.0
  (0, 32698)	10.0
  (0, 32699)	11.0
  (0, 32701)	2.0
  (0, 32702)	4.0
  (0, 32705)	7.0
  (0, 32708)	3.0"
"  (0, 35)	1.0
  (0, 42)	1.0
  (0, 67)	1.0
